Time,AFR_Target,T_Air,SA,RPM,Volt_Batt,Inj_Angle,T_Eng,TPS_Percent,Cyl1_Comn_FuelPW,Cyl1_Eng_AP,NBO2_Volt,Inst_Fuel_Consump,Avg_Fuel_Consump,Acc_Fuel_Mult,NBO2_AD,Cyl1_Final_VM,Idle_Desir_RPM,Cyl1_Injector_Period_Rate,TimeCount,PH_GPS_Altitude,PH_GPS_Speed
75700.0,12.7,26.0,11.0,1795.0,12.9,0.0,71.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,147.0,1840.0,3.52,937.5,13.0,0.0
75800.0,12.7,26.0,8.0,1857.0,12.9,0.0,71.0,0.0,2.44,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,31.2,13.0,0.0
75900.0,12.7,26.0,8.0,1850.0,12.9,0.0,71.0,0.4,2.44,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,132.8,13.0,0.0
76000.0,12.7,26.0,12.0,1778.0,13.0,0.0,71.0,0.0,2.528,48.7,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,226.6,12.9,0.0
76100.0,12.7,26.0,6.0,1908.0,12.9,0.0,71.0,0.0,2.336,47.2,382.35,0.0,0.01,0.0,78.0,138.0,1840.0,3.52,328.1,12.9,0.0
76200.0,12.7,26.0,8.0,1876.0,12.9,0.0,71.0,0.0,2.336,47.2,382.35,0.0,0.01,0.0,78.0,138.0,1840.0,3.52,421.9,12.9,0.0
76300.0,12.7,26.0,11.0,1806.0,12.9,0.0,71.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,148.0,1840.0,3.52,523.4,12.9,0.0
76400.0,12.7,26.0,9.0,1832.0,13.0,0.0,71.0,0.0,2.528,48.7,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,617.2,12.9,0.0
76500.0,12.7,26.0,6.0,1919.0,12.9,0.0,71.0,0.0,2.336,47.2,382.35,0.0,0.01,0.0,78.0,138.0,1840.0,3.52,718.8,12.9,0.0
76600.0,12.7,26.0,8.0,1854.0,12.9,0.0,71.0,0.0,2.336,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,812.5,12.9,0.0
76700.0,12.7,26.0,10.0,1802.0,12.9,0.0,71.0,0.4,2.488,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,914.1,12.9,0.0
76800.0,12.7,26.0,10.0,1834.0,12.9,0.0,71.0,0.0,2.488,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,7.8,12.9,0.0
76900.0,12.7,26.0,7.0,1859.0,12.9,0.0,71.0,0.4,2.408,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,109.4,12.9,0.0
77000.0,12.7,26.0,10.0,1830.0,13.0,0.0,71.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,203.1,13.2,0.0
77100.0,12.7,26.0,11.0,1796.0,12.9,0.0,71.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,147.0,1840.0,3.52,304.7,13.2,0.0
77200.0,12.7,26.0,10.0,1814.0,13.0,0.0,71.0,0.0,2.488,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,398.4,13.2,0.0
77300.0,12.7,26.0,6.0,1874.0,12.9,0.0,71.0,0.4,2.336,47.2,382.35,0.0,0.01,0.0,78.0,140.0,1840.0,3.52,500.0,13.2,0.0
77400.0,12.7,26.0,8.0,1873.0,12.9,0.0,71.0,0.0,2.336,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,593.8,13.2,0.0
77500.0,12.7,26.0,11.0,1792.0,12.9,0.0,71.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,147.0,1840.0,3.52,695.3,13.2,0.0
77600.0,12.7,26.0,10.0,1814.0,13.0,0.0,71.0,0.0,2.488,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,789.1,13.2,0.0
77700.0,12.7,26.0,7.0,1859.0,12.9,0.0,71.0,0.4,2.44,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,890.6,13.2,0.0
77800.0,12.7,26.0,8.0,1885.0,12.9,0.0,71.0,0.0,2.44,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,984.4,13.2,0.0
77900.0,12.7,26.0,6.0,1882.0,12.9,0.0,71.0,0.4,2.336,47.2,382.35,0.0,0.01,0.0,78.0,140.0,1840.0,3.52,85.9,13.2,0.0
78000.0,12.7,26.0,8.0,1839.0,13.0,0.0,71.0,0.0,2.348,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,179.7,13.0,0.0
78100.0,12.7,26.0,10.0,1817.0,12.9,0.0,71.0,0.4,2.488,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,281.2,13.0,0.0
78200.0,12.7,26.0,8.0,1848.0,12.9,0.0,71.0,0.4,2.44,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,476.6,13.0,0.0
78300.0,12.7,26.0,9.0,1848.0,13.0,0.0,71.0,0.0,2.408,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,570.3,13.0,0.0
78400.0,12.7,26.0,11.0,1770.0,12.9,0.0,71.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,147.0,1840.0,3.52,671.9,13.0,0.0
78500.0,12.7,26.0,10.0,1878.0,13.0,0.0,72.0,0.0,2.528,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,765.6,13.0,0.0
78600.0,12.7,26.0,6.0,1885.0,12.9,0.0,72.0,0.4,2.336,47.2,382.35,0.0,0.01,0.0,78.0,138.0,1840.0,3.52,867.2,13.0,0.0
78700.0,12.7,26.0,9.0,1835.0,13.0,0.0,72.0,0.0,2.408,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,960.9,13.0,0.0
78800.0,12.7,26.0,11.0,1803.0,12.9,0.0,72.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,148.0,1840.0,3.52,62.5,13.0,0.0
78900.0,12.7,26.0,8.0,1894.0,13.0,0.0,72.0,0.0,2.408,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,156.2,13.0,0.0
79000.0,12.7,26.0,6.0,1882.0,12.9,0.0,72.0,0.4,2.336,47.2,382.35,0.0,0.01,0.0,78.0,140.0,1840.0,3.52,257.8,13.1,0.0
79100.0,12.7,26.0,8.0,1855.0,13.0,0.0,72.0,0.0,2.408,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,351.6,13.1,0.0
79200.0,12.7,26.0,8.0,1823.0,12.9,0.0,72.0,0.4,2.44,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,453.1,13.1,0.0
79300.0,12.7,26.0,11.0,1789.0,12.9,0.0,72.0,0.0,2.488,48.7,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,546.9,13.1,0.0
79400.0,12.7,26.0,8.0,1819.0,12.9,0.0,72.0,0.4,2.46,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,648.4,13.1,0.0
79500.0,12.7,26.0,10.0,1849.0,13.0,0.0,72.0,0.0,2.488,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,742.2,13.1,0.0
79600.0,12.7,26.0,8.0,1824.0,12.9,0.0,72.0,0.4,2.44,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,843.8,13.1,0.0
79700.0,12.7,26.0,8.0,1891.0,12.9,0.0,72.0,0.0,2.488,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,937.5,13.1,0.0
79800.0,12.7,26.0,9.0,1798.0,12.9,0.0,72.0,0.4,2.46,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,39.1,13.1,0.0
79900.0,12.7,26.0,11.0,1795.0,12.9,0.0,72.0,0.0,2.528,48.7,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,132.8,13.1,0.0
80000.0,12.7,26.0,8.0,1850.0,12.9,0.0,72.0,0.4,2.46,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,234.4,13.2,0.0
80100.0,12.7,26.0,8.0,1850.0,12.9,0.0,72.0,0.4,2.46,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,234.4,13.2,0.0
80200.0,12.7,26.0,6.0,1834.0,12.9,0.0,72.0,0.4,2.336,47.2,382.35,0.0,0.01,0.0,78.0,140.0,1840.0,3.52,429.7,13.2,0.0
80300.0,12.7,26.0,6.0,1834.0,12.9,0.0,72.0,0.4,2.336,47.2,382.35,0.0,0.01,0.0,78.0,140.0,1840.0,3.52,429.7,13.2,0.0
80400.0,12.7,26.0,11.0,1793.0,12.9,0.0,72.0,0.4,2.528,48.7,382.35,0.0,0.01,0.0,78.0,147.0,1840.0,3.52,625.0,13.2,0.0
80500.0,12.7,26.0,7.0,1872.0,12.9,0.0,72.0,0.0,2.46,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,718.8,13.2,0.0
80600.0,12.7,26.0,7.0,1882.0,12.9,0.0,72.0,0.4,2.408,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,820.3,13.2,0.0
80700.0,12.7,26.0,10.0,1804.0,12.9,0.0,72.0,0.0,2.488,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,914.1,13.2,0.0
80800.0,12.7,26.0,7.0,1883.0,12.9,0.0,72.0,0.4,2.408,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,15.6,13.2,0.0
80900.0,12.7,26.0,9.0,1829.0,13.0,0.0,72.0,0.0,2.44,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,109.4,13.2,0.0
81000.0,12.7,26.0,8.0,1842.0,12.9,0.0,72.0,0.4,2.46,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,210.9,13.2,0.0
81100.0,12.7,26.0,8.0,1848.0,13.0,0.0,72.0,0.0,2.488,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,304.7,13.2,0.0
81200.0,12.7,26.0,7.0,1873.0,12.9,0.0,72.0,0.4,2.408,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,406.2,13.2,0.0
81300.0,12.7,26.0,9.0,1828.0,13.0,0.0,72.0,0.0,2.408,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,601.6,13.2,0.0
81400.0,12.7,26.0,8.0,1854.0,12.9,0.0,72.0,0.0,2.44,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,601.6,13.2,0.0
81500.0,12.7,26.0,6.0,1916.0,12.9,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,796.9,13.2,0.0
81600.0,12.7,26.0,6.0,1916.0,12.9,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,796.9,13.2,0.0
81700.0,12.7,26.0,10.0,1815.0,12.9,0.0,73.0,0.4,2.484,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,992.2,13.2,0.0
81800.0,12.7,26.0,8.0,1849.0,12.9,0.0,73.0,0.0,2.452,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,85.9,13.2,0.0
81900.0,12.7,26.0,6.0,1883.0,12.9,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,187.5,13.2,0.0
82000.0,12.7,26.0,7.0,1878.0,13.0,0.0,73.0,0.0,2.404,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,281.2,13.1,0.0
82100.0,12.7,26.0,8.0,1839.0,12.9,0.0,73.0,0.4,2.452,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,382.8,13.1,0.0
82200.0,12.7,26.0,8.0,1848.0,13.0,0.0,73.0,0.0,2.404,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,476.6,13.1,0.0
82300.0,12.7,26.0,10.0,1792.0,13.0,0.0,73.0,0.4,2.484,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,578.1,13.1,0.0
82400.0,12.7,26.0,9.0,1884.0,12.9,0.0,73.0,0.0,2.484,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,671.9,13.1,0.0
82500.0,12.7,26.0,8.0,1814.0,13.0,0.0,73.0,0.4,2.452,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,773.4,13.1,0.0
82600.0,12.7,26.0,10.0,1825.0,12.9,0.0,73.0,0.0,2.484,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,867.2,13.1,0.0
82700.0,12.7,26.0,6.0,1873.0,12.9,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,968.8,13.1,0.0
82800.0,12.7,26.0,8.0,1831.0,13.0,0.0,73.0,0.0,2.404,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,62.5,13.1,0.0
82900.0,12.7,26.0,8.0,1815.0,12.9,0.0,73.0,0.4,2.484,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1840.0,3.52,164.1,13.2,0.0
83000.0,12.7,26.0,10.0,1849.0,13.0,0.0,73.0,0.0,2.484,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1840.0,3.52,257.8,13.2,0.0
83100.0,12.7,26.0,7.0,1837.0,12.9,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,359.4,13.2,0.0
83200.0,12.7,26.0,10.0,1804.0,13.0,0.0,73.0,0.0,2.404,48.7,382.35,0.0,0.01,0.0,78.0,145.0,1840.0,3.52,453.1,13.2,0.0
83300.0,12.7,26.0,7.0,1854.0,12.9,0.0,73.0,0.0,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,554.7,13.2,0.0
83400.0,12.7,26.0,7.0,1876.0,13.0,0.0,73.0,0.0,2.404,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,648.4,13.2,0.0
83500.0,12.7,26.0,10.0,1821.0,12.9,0.0,73.0,0.4,2.52,48.7,382.35,0.0,0.01,0.0,78.0,148.0,1840.0,3.52,750.0,13.2,0.0
83600.0,12.7,26.0,6.0,1954.0,12.9,0.0,73.0,0.0,2.404,47.2,382.35,0.0,0.01,0.0,78.0,137.0,1840.0,3.52,843.8,13.2,0.0
83700.0,12.7,26.0,7.0,1846.0,12.9,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,945.3,13.2,0.0
83800.0,12.7,26.0,8.0,1880.0,12.9,0.0,73.0,0.0,2.404,47.7,382.35,0.0,0.01,0.0,78.0,140.0,1840.0,3.52,39.1,13.2,0.0
83900.0,12.7,26.0,7.0,1831.0,13.0,0.0,73.0,0.4,2.404,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1840.0,3.52,140.6,13.2,0.0
84000.0,12.7,26.0,9.0,1861.0,12.9,0.0,73.0,0.0,2.452,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1840.0,3.52,234.4,13.0,0.0
84100.0,12.7,26.0,6.0,1823.0,12.9,0.0,74.0,0.4,2.388,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,335.9,13.0,0.0
84200.0,12.7,26.0,10.0,1785.0,13.0,0.0,74.0,0.0,2.488,49.2,382.35,0.0,0.01,0.0,78.0,148.0,1824.0,3.52,429.7,13.0,0.0
84300.0,12.7,26.0,8.0,1839.0,13.0,0.0,74.0,0.4,2.468,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,531.2,13.0,0.0
84400.0,12.7,26.0,6.0,1919.0,13.0,0.0,74.0,0.0,2.388,47.2,382.35,0.0,0.01,0.0,78.0,135.0,1824.0,3.52,625.0,13.0,0.0
84500.0,12.7,26.0,9.0,1765.0,12.9,0.0,74.0,0.4,2.44,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,726.6,13.0,0.0
84600.0,12.7,26.0,10.0,1776.0,12.9,0.0,74.0,0.4,2.552,49.2,382.35,0.0,0.01,0.0,78.0,149.0,1824.0,3.52,921.9,13.0,0.0
84700.0,12.7,26.0,6.0,1856.0,13.0,0.0,74.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,15.6,13.0,0.0
84800.0,12.7,26.0,6.0,1840.0,12.9,0.0,74.0,0.0,2.372,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,117.2,13.0,0.0
84900.0,12.7,26.0,10.0,1789.0,12.9,0.0,74.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,210.9,12.8,0.0
85000.0,12.7,26.0,8.0,1819.0,12.9,0.0,74.0,0.4,2.44,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,312.5,12.8,0.0
85100.0,12.7,26.0,9.0,1806.0,13.0,0.0,74.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,406.2,12.8,0.0
85200.0,12.7,26.0,7.0,1849.0,12.9,0.0,74.0,0.4,2.44,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,507.8,12.8,0.0
85300.0,12.7,26.0,10.0,1789.0,13.0,0.0,74.0,0.0,2.468,48.2,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,601.6,12.8,0.0
85400.0,12.7,26.0,6.0,1874.0,12.9,0.0,74.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,703.1,12.8,0.0
85500.0,12.7,26.0,8.0,1824.0,13.0,0.0,74.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,796.9,12.8,0.0
85600.0,12.7,26.0,10.0,1780.0,12.9,0.0,74.0,0.4,2.568,49.2,382.35,0.0,0.01,0.0,78.0,149.0,1824.0,3.52,898.4,12.8,0.0
85700.0,12.7,26.0,10.0,1770.0,12.9,0.0,74.0,0.0,2.604,49.7,382.35,0.0,0.01,0.0,78.0,153.0,1824.0,3.52,992.2,12.8,0.0
85800.0,12.7,26.0,6.0,1904.0,12.9,0.0,74.0,0.0,2.372,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,93.8,12.8,0.0
85900.0,12.7,26.0,6.0,1858.0,12.9,0.0,74.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,138.0,1824.0,3.52,187.5,12.8,0.0
86000.0,12.7,26.0,7.0,1837.0,12.9,0.0,74.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,289.1,13.1,0.0
86100.0,12.7,26.0,8.0,1814.0,13.0,0.0,74.0,0.0,2.488,48.7,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,382.8,13.1,0.0
86200.0,12.7,26.0,6.0,1903.0,12.9,0.0,74.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,484.4,13.1,0.0
86300.0,12.7,26.0,7.0,1798.0,12.9,0.0,74.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,140.0,1824.0,3.52,578.1,13.1,0.0
86400.0,12.7,26.0,10.0,1815.0,12.9,0.0,74.0,0.0,2.44,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,679.7,13.1,0.0
86500.0,12.7,26.0,6.0,1885.0,12.9,0.0,74.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,138.0,1824.0,3.52,773.4,13.1,0.0
86600.0,12.7,26.0,6.0,1875.0,12.9,0.0,74.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,875.0,13.1,0.0
86700.0,12.7,26.0,7.0,1835.0,12.9,0.0,74.0,0.0,2.468,48.2,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,968.8,13.1,0.0
86800.0,12.7,26.0,6.0,1864.0,12.9,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,70.3,13.1,0.0
86900.0,12.7,26.0,7.0,1845.0,13.0,0.0,75.0,0.0,2.416,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,164.1,12.8,1.0
87000.0,12.7,26.0,6.0,1873.0,12.9,0.0,75.0,0.4,2.428,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,265.6,12.8,1.0
87100.0,12.7,26.0,7.0,1833.0,13.0,0.0,75.0,0.4,2.428,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,359.4,12.8,1.0
87200.0,12.7,26.0,9.0,1860.0,12.9,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,148.0,1824.0,3.52,460.9,12.8,1.0
87300.0,12.7,26.0,5.0,1890.0,12.9,0.0,75.0,0.0,2.428,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.91,554.7,12.8,1.0
87400.0,12.7,26.0,6.0,1873.0,12.9,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,148.0,1824.0,3.52,656.2,12.8,1.0
87500.0,12.7,26.0,7.0,1838.0,13.0,0.0,75.0,0.0,2.48,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,750.0,12.8,1.0
87600.0,12.7,26.0,6.0,1869.0,12.9,0.0,75.0,0.4,2.428,47.7,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,851.6,12.8,1.0
87700.0,12.7,26.0,7.0,1840.0,13.0,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,945.3,12.8,1.0
87800.0,12.7,26.0,6.0,1862.0,12.9,0.0,75.0,0.4,2.428,47.7,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,46.9,12.8,1.0
87900.0,12.7,26.0,6.0,1867.0,13.0,0.0,75.0,0.0,2.416,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,140.6,12.8,1.0
88000.0,12.7,26.0,10.0,1780.0,12.9,0.0,75.0,0.0,2.528,48.7,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,335.9,12.8,0.0
88100.0,12.7,26.0,5.0,1890.0,12.9,0.0,75.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,437.5,12.8,0.0
88200.0,12.7,26.0,6.0,1880.0,12.9,0.0,75.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,531.2,12.8,0.0
88300.0,12.7,26.0,8.0,1816.0,12.9,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,147.0,1824.0,3.52,632.8,12.8,0.0
88400.0,12.7,26.0,8.0,1821.0,13.0,0.0,75.0,0.0,2.48,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,726.6,12.8,0.0
88500.0,12.7,26.0,6.0,1887.0,12.9,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,828.1,12.8,0.0
88600.0,12.7,26.0,6.0,1908.0,13.0,0.0,75.0,0.0,2.416,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,921.9,12.8,0.0
88700.0,12.7,26.0,7.0,1791.0,12.9,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,147.0,1824.0,3.52,23.4,12.8,0.0
88800.0,12.7,26.0,8.0,1894.0,12.9,0.0,75.0,0.0,2.528,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,117.2,12.8,0.0
88900.0,12.7,26.0,5.0,1890.0,12.9,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,144.0,1824.0,3.52,218.8,12.8,0.0
89000.0,12.7,26.0,6.0,1877.0,12.9,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,312.5,12.8,0.0
89100.0,12.7,26.0,5.0,1896.0,12.9,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,414.1,12.8,0.0
89200.0,12.7,26.0,6.0,1850.0,12.9,0.0,75.0,0.4,2.356,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,507.8,12.8,0.0
89300.0,12.7,26.0,6.0,1864.0,12.9,0.0,75.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,147.0,1824.0,3.52,609.4,12.8,0.0
89400.0,12.7,26.0,6.0,1833.0,13.0,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,703.1,12.8,0.0
89500.0,12.7,26.0,7.0,1812.0,12.9,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,148.0,1824.0,3.52,804.7,12.8,0.0
89600.0,12.7,26.0,8.0,1844.0,12.9,0.0,75.0,0.4,2.48,48.2,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,898.4,12.8,0.0
89700.0,12.7,26.0,6.0,1865.0,12.9,0.0,76.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,146.0,1824.0,3.52,0.0,12.8,0.0
89800.0,12.7,26.0,6.0,1894.0,13.0,0.0,76.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,93.8,12.8,0.0
89900.0,12.7,26.0,8.0,1813.0,12.9,0.0,76.0,0.0,2.528,48.7,382.35,0.0,0.01,0.0,78.0,150.0,1824.0,3.52,195.3,13.0,0.0
90000.0,12.7,26.0,5.0,1901.0,12.9,0.0,76.0,0.4,2.416,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,289.1,13.0,0.0
90100.0,12.7,26.0,5.0,1869.0,12.9,0.0,76.0,0.0,2.328,47.2,382.35,0.0,0.01,0.0,78.0,133.0,1824.0,3.52,390.6,13.0,0.0
90200.0,12.7,26.0,6.0,1859.0,12.9,0.0,76.0,0.0,2.468,48.2,382.35,0.0,0.01,0.0,78.0,145.0,1824.0,3.52,484.4,13.0,0.0
90300.0,12.7,26.0,6.0,1863.0,12.9,0.0,76.0,0.0,2.416,47.7,382.35,0.0,0.01,0.0,78.0,140.0,1824.0,3.52,585.9,13.0,0.0
90400.0,12.7,26.0,6.0,1864.0,12.9,0.0,76.0,0.0,2.388,47.7,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,679.7,13.0,0.0
90500.0,12.7,26.0,7.0,1820.0,13.0,0.0,76.0,0.0,2.468,48.2,382.35,0.0,0.01,0.0,78.0,141.0,1824.0,3.52,781.2,13.0,0.0
90600.0,12.7,26.0,6.0,1878.0,12.9,0.0,76.0,0.0,2.416,47.7,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,875.0,13.0,0.0
90700.0,12.7,26.0,6.0,1817.0,13.0,0.0,76.0,0.0,2.468,48.2,382.35,0.0,0.01,0.0,78.0,143.0,1824.0,3.52,976.6,13.0,0.0
